order_id,quantity,item_name,choice_description,item_price,Quartile
326,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
327,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
327,1,Veggie Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
328,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Rice, Sour Cream, Guacamole, Lettuce]]",10.98,medium-cost
328,1,Chips and Guacamole,,3.99,low-cost
329,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,medium-cost
329,1,Chips and Guacamole,,3.99,low-cost
330,1,Side of Chips,,1.69,low-cost
330,1,Barbacoa Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
331,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese]]",9.25,low-cost
331,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese]]",8.75,low-cost
332,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Black Beans, Sour Cream, Lettuce]]",8.99,low-cost
332,1,Canned Soda,[Mountain Dew],1.09,low-cost
333,1,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",9.25,low-cost
333,1,Chips and Tomatillo Green Chili Salsa,,2.95,low-cost
334,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,low-cost
334,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25,low-cost
335,1,Chips and Guacamole,,3.99,low-cost
335,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Rice, Pinto Beans, Sour Cream]]",8.49,low-cost
336,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
336,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
337,2,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Black Beans, Cheese, Guacamole]]",22.5,high-cost
338,1,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole]]",10.98,medium-cost
338,3,Bottled Water,,3.27,low-cost
338,1,Chips and Guacamole,,3.99,low-cost
338,1,Carnitas Soft Tacos,"[Fresh Tomato Salsa (Mild), [Rice, Pinto Beans, Cheese, Sour Cream]]",8.99,low-cost
338,1,Canned Soda,[Coca Cola],1.09,low-cost
339,1,Carnitas Bowl,"[Fresh Tomato (Mild), [Guacamole, Sour Cream, Cheese]]",11.08,medium-cost
340,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
340,1,Chips and Guacamole,,4.45,low-cost
341,1,Steak Bowl,"[Fresh Tomato (Mild), [Guacamole, Lettuce, Pinto Beans, Rice, Sour Cream, Cheese]]",11.08,medium-cost
342,1,Chips and Guacamole,,3.99,low-cost
342,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Cheese, Pinto Beans, Sour Cream, Rice]]",8.49,low-cost
343,2,Chips,,4.3,low-cost
343,1,Barbacoa Crispy Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Black Beans, Cheese]]",9.25,low-cost
343,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75,low-cost
343,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]",11.25,medium-cost
343,1,Veggie Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25,medium-cost
343,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25,low-cost
344,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Sour Cream]]",8.49,low-cost
344,1,Carnitas Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Fajita Veggies, Sour Cream]]",8.99,low-cost
344,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream]]",8.49,low-cost
345,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
345,1,Chips and Tomatillo Red Chili Salsa,,2.95,low-cost
345,1,Chips and Guacamole,,4.45,low-cost
346,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",9.25,low-cost
346,1,Chips and Roasted Chili Corn Salsa,,2.95,low-cost
346,1,Steak Bowl,[Tomatillo Green Chili Salsa],9.25,low-cost
346,1,Veggie Bowl,"[Roasted Chili Corn Salsa, Fajita Vegetables]",8.75,low-cost
347,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Guacamole]]",11.25,medium-cost
347,1,Chips and Guacamole,,4.45,low-cost
348,2,Veggie Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Sour Cream, Cheese, Pinto Beans]]",16.98,medium-cost
349,1,Veggie Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese]]",8.49,low-cost
349,1,Chips and Fresh Tomato Salsa,,2.39,low-cost
350,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25,medium-cost
350,3,Canned Soft Drink,[Sprite],3.75,low-cost
351,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Lettuce]]",9.25,low-cost
351,1,Chips and Guacamole,,4.45,low-cost
352,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese]]",9.25,low-cost
352,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",9.25,low-cost
352,1,Chips and Guacamole,,4.45,low-cost
353,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",8.75,low-cost
353,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",9.25,low-cost
354,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",8.75,low-cost
354,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",9.25,low-cost
355,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]",9.25,low-cost
355,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese]]",9.25,low-cost
356,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Sour Cream, Guacamole, Lettuce]]",11.48,medium-cost
356,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Sour Cream, Lettuce]]",8.99,low-cost
357,2,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole]]",22.5,high-cost
358,1,Carnitas Burrito,"[Roasted Chili Corn Salsa, [Cheese, Rice, Guacamole]]",11.75,medium-cost
358,1,Chicken Crispy Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Guacamole]]",11.25,medium-cost
358,1,Canned Soft Drink,[Coke],1.25,low-cost
359,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]",8.75,low-cost
359,1,Chips,,2.15,low-cost
359,1,Canned Soft Drink,[Diet Coke],1.25,low-cost
360,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",11.25,medium-cost
360,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",8.75,low-cost
360,1,Canned Soft Drink,[Sprite],1.25,low-cost
361,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Guacamole]]",11.25,medium-cost
361,1,Bottled Water,,1.5,low-cost
362,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
362,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Guacamole]]",11.25,medium-cost
363,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",9.25,low-cost
363,1,6 Pack Soft Drink,[Coke],6.49,low-cost
363,2,Chips and Guacamole,,8.9,low-cost
364,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
364,1,Chips and Guacamole,,4.45,low-cost
365,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]",11.25,medium-cost
365,1,Canned Soft Drink,[Diet Coke],1.25,low-cost
366,2,Chicken Crispy Tacos,[Tomatillo Red Chili Salsa],17.5,medium-cost
366,1,Steak Burrito,[Tomatillo Red Chili Salsa],9.25,low-cost
367,1,Veggie Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
367,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
367,2,Bottled Water,,3.0,low-cost
368,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
368,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
369,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Sour Cream, Guacamole]]",10.98,medium-cost
369,1,Steak Salad,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
369,1,Chips and Guacamole,,3.99,low-cost
370,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
370,1,Chips and Guacamole,,4.45,low-cost
371,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Sour Cream]]",8.99,low-cost
371,1,Side of Chips,,1.69,low-cost
372,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
372,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",8.75,low-cost
373,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.25,medium-cost
373,1,Chips and Guacamole,,4.45,low-cost
374,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
374,1,Canned Soft Drink,[Coke],1.25,low-cost
375,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]",11.75,medium-cost
375,1,Chips and Roasted Chili Corn Salsa,,2.95,low-cost
376,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
376,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
376,2,Canned Soda,[Mountain Dew],2.18,low-cost
377,2,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese]]",17.98,medium-cost
377,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese]]",8.99,low-cost
378,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
378,1,Side of Chips,,1.69,low-cost
379,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
379,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
379,1,Chips and Tomatillo Green Chili Salsa,,2.95,low-cost
379,3,Canned Soft Drink,[Lemonade],3.75,low-cost
379,1,Steak Crispy Tacos,"[Roasted Chili Corn Salsa, [Cheese, Sour Cream, Lettuce]]",9.25,low-cost
380,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.75,medium-cost
380,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
380,1,Chips,,2.15,low-cost
380,1,Bottled Water,,1.5,low-cost
381,1,Chicken Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), Cheese]",8.49,low-cost
381,1,Chicken Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), Cheese]",8.49,low-cost
381,1,Nantucket Nectar,[Pomegranate Cherry],3.39,low-cost
382,1,Steak Bowl,"[Fresh Tomato (Mild), [Lettuce, Black Beans, Rice, Cheese]]",8.69,low-cost
382,1,Chips and Guacamole,,3.89,low-cost
383,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
383,1,Chips and Guacamole,,4.45,low-cost
384,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,low-cost
384,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",11.25,medium-cost
384,1,Chips,,2.15,low-cost
384,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
385,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
385,1,Side of Chips,,1.69,low-cost
386,1,Veggie Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese]]",8.49,low-cost
386,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
387,1,Canned Soft Drink,[Lemonade],1.25,low-cost
387,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]",8.75,low-cost
387,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole]]",11.75,medium-cost
387,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Lettuce, Guacamole]]",11.75,medium-cost
388,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream]]",8.99,low-cost
388,1,Bottled Water,,1.09,low-cost
389,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream]]",8.75,low-cost
389,1,Chips and Guacamole,,4.45,low-cost
389,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, Lettuce]",8.75,low-cost
389,1,Chips and Fresh Tomato Salsa,,2.95,low-cost
389,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",8.75,low-cost
389,1,Chips,,2.15,low-cost
390,1,Chips and Guacamole,,3.99,low-cost
390,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
391,1,Steak Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
391,1,Chips and Guacamole,,3.99,low-cost
392,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]",8.49,low-cost
392,1,Side of Chips,,1.69,low-cost
392,1,Canned Soda,[Coca Cola],1.09,low-cost
393,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
393,1,Canned Soda,[Sprite],1.09,low-cost
394,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",9.25,low-cost
394,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]",8.75,low-cost
395,1,Steak Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Cheese, Sour Cream, Lettuce]]",8.99,low-cost
395,1,Chips and Fresh Tomato Salsa,,2.39,low-cost
396,1,Canned Soft Drink,[Diet Coke],1.25,low-cost
396,1,Canned Soft Drink,[Coke],1.25,low-cost
396,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",11.25,medium-cost
396,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]",11.25,medium-cost
397,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25,low-cost
397,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream]]",9.25,low-cost
398,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",11.25,medium-cost
398,1,Bottled Water,,1.5,low-cost
399,1,Chips and Guacamole,,3.99,low-cost
399,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Pinto Beans, Cheese, Sour Cream]]",8.49,low-cost
400,1,Veggie Burrito,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.25,medium-cost
400,1,Carnitas Burrito,[Tomatillo Red Chili Salsa],9.25,low-cost
400,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",11.25,medium-cost
401,2,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",17.5,medium-cost
402,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",8.75,low-cost
402,2,Chips and Guacamole,,8.9,low-cost
402,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
402,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
403,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]",8.99,low-cost
403,1,Chips and Tomatillo-Green Chili Salsa,,2.39,low-cost
404,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.25,medium-cost
404,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",9.25,low-cost
404,1,Chips,,2.15,low-cost
405,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Pinto Beans, Cheese, Guacamole]]",11.25,medium-cost
405,1,Canned Soft Drink,[Diet Coke],1.25,low-cost
406,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]",11.75,medium-cost
406,1,Canned Soft Drink,[Diet Coke],1.25,low-cost
407,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",11.25,medium-cost
407,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",11.75,medium-cost
408,1,Canned Soft Drink,[Coke],1.25,low-cost
408,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",11.25,medium-cost
408,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.25,medium-cost
409,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]",8.49,low-cost
409,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Sour Cream, Guacamole]]",10.98,medium-cost
410,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans]]",8.75,low-cost
410,1,Canned Soft Drink,[Diet Coke],1.25,low-cost
410,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Black Beans, Lettuce]]",8.75,low-cost
411,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese]]",8.49,low-cost
411,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
412,1,Bottled Water,,1.5,low-cost
412,1,Bottled Water,,1.5,low-cost
412,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]",8.75,low-cost
412,1,Chips and Guacamole,,4.45,low-cost
413,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,medium-cost
413,1,Canned Soft Drink,[Coke],1.25,low-cost
413,1,Carnitas Crispy Tacos,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",11.75,medium-cost
414,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",8.49,low-cost
414,1,Chips and Tomatillo-Green Chili Salsa,,2.39,low-cost
415,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",9.25,low-cost
415,1,Chips and Guacamole,,4.45,low-cost
416,1,Steak Burrito,[Tomatillo Red Chili Salsa],9.25,low-cost
416,1,Chicken Bowl,[Fresh Tomato Salsa],8.75,low-cost
417,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]",8.99,low-cost
417,1,Side of Chips,,1.69,low-cost
418,2,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Black Beans]]",17.5,medium-cost
419,1,Chips and Tomatillo-Green Chili Salsa,,2.39,low-cost
419,1,Barbacoa Crispy Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
419,1,Steak Crispy Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
420,1,Chicken Burrito,"[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]",11.25,medium-cost
420,1,Chips and Guacamole,,4.45,low-cost
421,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
421,1,Chips and Guacamole,,4.45,low-cost
422,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",9.25,low-cost
422,1,6 Pack Soft Drink,[Sprite],6.49,low-cost
423,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",10.98,medium-cost
423,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",8.49,low-cost
424,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese]]",8.49,low-cost
424,1,Canned Soda,[Diet Dr. Pepper],1.09,low-cost
424,1,Side of Chips,,1.69,low-cost
425,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",9.25,low-cost
425,1,Chips and Guacamole,,4.45,low-cost
426,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,low-cost
426,1,Canned Soft Drink,[Coke],1.25,low-cost
426,1,Chips and Fresh Tomato Salsa,,2.95,low-cost
427,1,Chips and Guacamole,,3.99,low-cost
427,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream, Cheese]]",8.49,low-cost
428,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Lettuce, Guacamole]]",11.75,medium-cost
428,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Guacamole]]",11.75,medium-cost
428,1,Chips,,2.15,low-cost
429,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Rice, Guacamole]]",11.48,medium-cost
430,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75,low-cost
430,1,Chips,,2.15,low-cost
430,1,Canned Soft Drink,[Diet Coke],1.25,low-cost
431,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,medium-cost
431,1,Chips,,2.15,low-cost
431,1,Canned Soft Drink,[Sprite],1.25,low-cost
432,1,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",8.75,low-cost
432,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese]]",8.75,low-cost
432,1,6 Pack Soft Drink,[Coke],6.49,low-cost
433,1,Side of Chips,,1.69,low-cost
433,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.99,low-cost
434,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]",8.75,low-cost
434,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole]]",11.75,medium-cost
435,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98,medium-cost
