item_name,item_price
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Soft Tacos,10.98
Chicken Burrito,10.98
Veggie Burrito,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Veggie Burrito,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Soft Tacos,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Soft Tacos,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Veggie Burrito,10.98
Veggie Bowl,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Veggie Bowl,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Veggie Bowl,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Crispy Tacos,10.98
Chicken Bowl,10.98
Veggie Burrito,10.98
Chicken Burrito,10.98
Chicken Salad,10.98
Chicken Burrito,10.98
Chicken Burrito,10.98
Chicken Bowl,10.98
Chicken Burrito,10.98
Chicken Burrito,10.58
Chicken Bowl,10.58
Chicken Burrito,10.58
Chicken Burrito,10.58
Chicken Burrito,10.58
Bottled Water,10.5
Barbacoa Salad Bowl,9.39
Barbacoa Salad Bowl,9.39
Steak Salad Bowl,9.39
Barbacoa Salad Bowl,9.39
Carnitas Salad Bowl,9.39
Steak Salad Bowl,9.39
Steak Salad Bowl,9.39
Steak Salad Bowl,9.39
Carnitas Salad Bowl,9.39
Steak Salad Bowl,9.39
Steak Salad Bowl,9.39
Steak Salad Bowl,9.39
Barbacoa Salad Bowl,9.39
Barbacoa Salad Bowl,9.39
Steak Salad Bowl,9.39
Steak Salad Bowl,9.39
Steak Salad Bowl,9.39
Barbacoa Burrito,9.25
Steak Burrito,9.25
Steak Soft Tacos,9.25
Steak Burrito,9.25
Barbacoa Bowl,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Steak Burrito,9.25
Barbacoa Bowl,9.25
Barbacoa Burrito,9.25
Carnitas Soft Tacos,9.25
Carnitas Bowl,9.25
Steak Bowl,9.25
Barbacoa Soft Tacos,9.25
Steak Bowl,9.25
Barbacoa Soft Tacos,9.25
Steak Soft Tacos,9.25
Barbacoa Bowl,9.25
Barbacoa Bowl,9.25
Carnitas Bowl,9.25
Carnitas Soft Tacos,9.25
Steak Burrito,9.25
Carnitas Soft Tacos,9.25
Carnitas Bowl,9.25
Carnitas Soft Tacos,9.25
Barbacoa Bowl,9.25
Barbacoa Burrito,9.25
Steak Crispy Tacos,9.25
Steak Burrito,9.25
Steak Soft Tacos,9.25
Steak Soft Tacos,9.25
Steak Bowl,9.25
Steak Crispy Tacos,9.25
Steak Burrito,9.25
Carnitas Burrito,9.25
Steak Crispy Tacos,9.25
Barbacoa Bowl,9.25
Barbacoa Burrito,9.25
Barbacoa Soft Tacos,9.25
Steak Soft Tacos,9.25
Barbacoa Crispy Tacos,9.25
Steak Bowl,9.25
Carnitas Soft Tacos,9.25
Carnitas Bowl,9.25
Steak Soft Tacos,9.25
Steak Bowl,9.25
Carnitas Bowl,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Barbacoa Bowl,9.25
Carnitas Bowl,9.25
Steak Soft Tacos,9.25
Carnitas Soft Tacos,9.25
Steak Bowl,9.25
Carnitas Soft Tacos,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Barbacoa Bowl,9.25
Carnitas Burrito,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Barbacoa Soft Tacos,9.25
Carnitas Soft Tacos,9.25
Steak Bowl,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Barbacoa Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Carnitas Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Carnitas Soft Tacos,9.25
Steak Soft Tacos,9.25
Steak Soft Tacos,9.25
Steak Burrito,9.25
Carnitas Soft Tacos,9.25
Steak Burrito,9.25
Carnitas Crispy Tacos,9.25
Barbacoa Bowl,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Soft Tacos,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Carnitas Bowl,9.25
Steak Soft Tacos,9.25
Steak Soft Tacos,9.25
Steak Soft Tacos,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Carnitas Bowl,9.25
Carnitas Burrito,9.25
Barbacoa Bowl,9.25
Barbacoa Soft Tacos,9.25
Carnitas Soft Tacos,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Steak Burrito,9.25
Carnitas Bowl,9.25
Carnitas Burrito,9.25
Barbacoa Bowl,9.25
Barbacoa Crispy Tacos,9.25
Barbacoa Burrito,9.25
Steak Bowl,9.25
Steak Soft Tacos,9.25
Steak Bowl,9.25
Carnitas Burrito,9.25
Steak Soft Tacos,9.25
Steak Bowl,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Barbacoa Soft Tacos,9.25
Steak Bowl,9.25
Barbacoa Burrito,9.25
Barbacoa Burrito,9.25
Steak Bowl,9.25
Barbacoa Burrito,9.25
Steak Burrito,9.25
Barbacoa Bowl,9.25
Steak Burrito,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Soft Tacos,9.25
Carnitas Burrito,9.25
Barbacoa Bowl,9.25
Steak Bowl,9.25
Steak Crispy Tacos,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Carnitas Burrito,9.25
Barbacoa Burrito,9.25
Steak Bowl,9.25
Carnitas Soft Tacos,9.25
Barbacoa Soft Tacos,9.25
Carnitas Soft Tacos,9.25
Barbacoa Bowl,9.25
Steak Soft Tacos,9.25
Steak Bowl,9.25
Barbacoa Burrito,9.25
Steak Bowl,9.25
Steak Bowl,9.25
Steak Bowl,9.25
Steak Bowl,9.25
Barbacoa Soft Tacos,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Carnitas Soft Tacos,9.25
Steak Burrito,9.25
Barbacoa Bowl,9.25
Carnitas Soft Tacos,9.25
Steak Bowl,9.25
Steak Crispy Tacos,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Carnitas Bowl,9.25
Carnitas Soft Tacos,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Soft Tacos,9.25
Steak Bowl,9.25
Carnitas Soft Tacos,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Carnitas Soft Tacos,9.25
Steak Bowl,9.25
Barbacoa Bowl,9.25
Steak Soft Tacos,9.25
Steak Bowl,9.25
Steak Bowl,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Soft Tacos,9.25
Carnitas Crispy Tacos,9.25
Steak Soft Tacos,9.25
Barbacoa Burrito,9.25
Barbacoa Soft Tacos,9.25
Steak Soft Tacos,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Soft Tacos,9.25
Carnitas Burrito,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Barbacoa Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Carnitas Bowl,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Barbacoa Burrito,9.25
Carnitas Soft Tacos,9.25
Steak Burrito,9.25
Carnitas Bowl,9.25
Steak Burrito,9.25
Carnitas Burrito,9.25
Barbacoa Burrito,9.25
Carnitas Soft Tacos,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Carnitas Soft Tacos,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Crispy Tacos,9.25
Barbacoa Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Carnitas Soft Tacos,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Carnitas Soft Tacos,9.25
Carnitas Soft Tacos,9.25
Carnitas Soft Tacos,9.25
Steak Crispy Tacos,9.25
Barbacoa Burrito,9.25
Carnitas Bowl,9.25
Steak Burrito,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Barbacoa Bowl,9.25
Barbacoa Burrito,9.25
Steak Burrito,9.25
Barbacoa Soft Tacos,9.25
Steak Bowl,9.25
Steak Crispy Tacos,9.25
Steak Soft Tacos,9.25
Steak Crispy Tacos,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Barbacoa Burrito,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Steak Bowl,9.25
Steak Crispy Tacos,9.25
Steak Bowl,9.25
Barbacoa Bowl,9.25
Barbacoa Burrito,9.25
Barbacoa Bowl,9.25
Carnitas Bowl,9.25
Steak Burrito,9.25
Steak Crispy Tacos,9.25
Steak Bowl,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Carnitas Bowl,9.25
Barbacoa Burrito,9.25
Barbacoa Burrito,9.25
Steak Soft Tacos,9.25
Steak Soft Tacos,9.25
Steak Bowl,9.25
Steak Crispy Tacos,9.25
Steak Bowl,9.25
Barbacoa Burrito,9.25
Steak Burrito,9.25
Steak Crispy Tacos,9.25
Barbacoa Soft Tacos,9.25
Steak Burrito,9.25
Barbacoa Bowl,9.25
Carnitas Bowl,9.25
Carnitas Soft Tacos,9.25
Steak Bowl,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Carnitas Burrito,9.25
Barbacoa Bowl,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Crispy Tacos,9.25
Carnitas Bowl,9.25
Steak Bowl,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Barbacoa Bowl,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Steak Soft Tacos,9.25
Steak Bowl,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Barbacoa Burrito,9.25
Steak Soft Tacos,9.25
Barbacoa Soft Tacos,9.25
Steak Bowl,9.25
Carnitas Bowl,9.25
Carnitas Burrito,9.25
Carnitas Burrito,9.25
Barbacoa Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Barbacoa Crispy Tacos,9.25
Barbacoa Soft Tacos,9.25
Steak Burrito,9.25
Carnitas Bowl,9.25
Barbacoa Burrito,9.25
Steak Bowl,9.25
Carnitas Soft Tacos,9.25
Barbacoa Burrito,9.25
Steak Bowl,9.25
Carnitas Burrito,9.25
Barbacoa Burrito,9.25
Steak Bowl,9.25
Carnitas Bowl,9.25
Barbacoa Burrito,9.25
Steak Burrito,9.25
Barbacoa Burrito,9.25
Barbacoa Burrito,9.25
Carnitas Soft Tacos,9.25
Barbacoa Soft Tacos,9.25
Steak Soft Tacos,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Carnitas Soft Tacos,9.25
Barbacoa Soft Tacos,9.25
Barbacoa Crispy Tacos,9.25
Barbacoa Bowl,9.25
Barbacoa Burrito,9.25
Carnitas Soft Tacos,9.25
Steak Bowl,9.25
Carnitas Burrito,9.25
Carnitas Bowl,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Soft Tacos,9.25
Barbacoa Burrito,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Barbacoa Bowl,9.25
Barbacoa Bowl,9.25
Carnitas Burrito,9.25
Barbacoa Bowl,9.25
Steak Soft Tacos,9.25
Barbacoa Burrito,9.25
Carnitas Soft Tacos,9.25
Barbacoa Bowl,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Burrito,9.25
Carnitas Burrito,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Steak Bowl,9.25
Steak Burrito,9.25
Barbacoa Bowl,9.25
Carnitas Bowl,9.25
Steak Burrito,9.25
Carnitas Bowl,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Salad,8.99
Barbacoa Bowl,8.99
Steak Burrito,8.99
Carnitas Crispy Tacos,8.99
Steak Crispy Tacos,8.99
Steak Burrito,8.99
Steak Crispy Tacos,8.99
Barbacoa Burrito,8.99
Steak Burrito,8.99
Carnitas Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Soft Tacos,8.99
Barbacoa Crispy Tacos,8.99
Steak Bowl,8.99
Steak Bowl,8.99
Carnitas Soft Tacos,8.99
Carnitas Bowl,8.99
Steak Burrito,8.99
Carnitas Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Carnitas Soft Tacos,8.99
Carnitas Bowl,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Bowl,8.99
Steak Bowl,8.99
Barbacoa Bowl,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Soft Tacos,8.99
Steak Burrito,8.99
Barbacoa Bowl,8.99
Steak Burrito,8.99
Barbacoa Burrito,8.99
Carnitas Soft Tacos,8.99
Steak Burrito,8.99
Carnitas Burrito,8.99
Steak Soft Tacos,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Barbacoa Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Carnitas Bowl,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Barbacoa Burrito,8.99
Barbacoa Burrito,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Barbacoa Bowl,8.99
Steak Burrito,8.99
Barbacoa Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Salad,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Carnitas Burrito,8.99
Steak Burrito,8.99
Steak Soft Tacos,8.99
Steak Burrito,8.99
Carnitas Soft Tacos,8.99
Barbacoa Burrito,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Soft Tacos,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Barbacoa Bowl,8.99
Steak Burrito,8.99
Carnitas Soft Tacos,8.99
Steak Bowl,8.99
Steak Bowl,8.99
Steak Salad,8.99
Steak Burrito,8.99
Steak Soft Tacos,8.99
Carnitas Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Barbacoa Crispy Tacos,8.99
Carnitas Crispy Tacos,8.99
Carnitas Bowl,8.99
Steak Bowl,8.99
Barbacoa Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Carnitas Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Carnitas Soft Tacos,8.99
Steak Crispy Tacos,8.99
Carnitas Bowl,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Carnitas Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Barbacoa Burrito,8.99
Steak Crispy Tacos,8.99
Carnitas Burrito,8.99
Carnitas Bowl,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Bowl,8.99
Carnitas Bowl,8.99
Steak Soft Tacos,8.99
Barbacoa Bowl,8.99
Steak Bowl,8.99
Steak Crispy Tacos,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Barbacoa Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Soft Tacos,8.99
Steak Burrito,8.99
Barbacoa Burrito,8.99
Carnitas Bowl,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Barbacoa Burrito,8.99
Carnitas Bowl,8.99
Steak Soft Tacos,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Crispy Tacos,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Carnitas Bowl,8.99
Steak Soft Tacos,8.99
Steak Burrito,8.99
Steak Crispy Tacos,8.99
Steak Bowl,8.99
Steak Soft Tacos,8.99
Steak Burrito,8.99
Steak Crispy Tacos,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Barbacoa Bowl,8.99
Steak Burrito,8.99
Barbacoa Bowl,8.99
Carnitas Bowl,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Carnitas Salad,8.99
Steak Burrito,8.99
Barbacoa Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Barbacoa Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Carnitas Bowl,8.99
Barbacoa Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Soft Tacos,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Carnitas Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Barbacoa Soft Tacos,8.99
Steak Soft Tacos,8.99
Steak Burrito,8.99
Barbacoa Burrito,8.99
Steak Bowl,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Steak Soft Tacos,8.99
Steak Burrito,8.99
Barbacoa Soft Tacos,8.99
Steak Bowl,8.99
Barbacoa Burrito,8.99
Steak Bowl,8.99
Steak Bowl,8.99
Carnitas Bowl,8.99
Steak Burrito,8.99
Steak Bowl,8.99
Barbacoa Burrito,8.99
Steak Bowl,8.99
Steak Bowl,8.99
Barbacoa Burrito,8.99
Steak Burrito,8.99
Steak Burrito,8.99
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Chips and Guacamole,8.9
Veggie Salad Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Veggie Soft Tacos,8.75
Veggie Burrito,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Chicken Burrito,8.75
Chicken Crispy Tacos,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Veggie Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Crispy Tacos,8.75
Chicken Soft Tacos,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Crispy Tacos,8.75
Chicken Bowl,8.75
Veggie Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Soft Tacos,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Veggie Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Soft Tacos,8.75
Chicken Crispy Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Veggie Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Crispy Tacos,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Veggie Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Crispy Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Veggie Salad Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Soft Tacos,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Veggie Bowl,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Burrito,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Veggie Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Soft Tacos,8.75
Chicken Crispy Tacos,8.75
Chicken Salad Bowl,8.75
Chicken Bowl,8.75
Chicken Salad Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
Chicken Bowl,8.75
Chicken Burrito,8.75
